subNb,blockNb,condition,trialNb,trialNbBl,PcommonT,commonT,PrewOr,goalTok,boxPartner,isPartnercorr,tokPartner,isTokGoal,choiceLR,choiceColor,RT,isChoiceCorr,token,outcome,isMiss,chPartnerLR,isOrRew,rewMag
1,1,4,1,1,0.6,0,0.6,1,1,1,2,0,1,0,534,0,2,77,0,0,0,77
1,1,4,2,2,0.6,0,0.6,1,2,0,1,1,0,0,946,0,2,61,0,1,0,61
1,1,4,3,3,0.6,1,0.6,1,2,0,2,0,1,0,570,0,2,80,0,1,0,80
1,1,4,4,4,0.6,0,0.6,1,2,0,1,1,0,0,598,0,2,0,0,1,1,19
1,1,4,5,5,0.6,0,0.6,1,2,0,1,1,0,0,627,0,2,0,0,1,1,88
1,1,4,6,6,0.6,1,0.6,1,2,0,2,0,0,1,669,1,1,96,0,0,1,96
1,1,4,7,7,0.6,1,0.6,1,1,1,1,1,0,1,2801,1,1,58,0,1,1,58
1,1,4,8,8,0.6,1,0.6,1,1,1,1,1,1,1,557,1,1,69,0,1,1,69
1,1,4,9,9,0.6,1,0.6,1,1,1,1,1,0,1,1072,1,1,0,0,0,0,13
1,1,4,10,10,0.6,1,0.6,1,1,1,1,1,1,0,518,0,2,0,0,1,1,23
1,1,4,11,11,0.6,0,0.6,1,1,1,2,0,0,0,338,0,2,0,0,0,1,67
1,1,4,12,12,0.6,0,0.6,1,1,1,2,0,1,1,387,1,1,80,0,0,1,80
1,1,4,13,13,0.6,1,0.2,2,2,1,2,1,1,0,406,1,2,6,0,1,0,6
1,1,4,14,14,0.6,1,0.2,2,2,1,2,1,0,0,463,1,2,0,0,0,1,21
1,1,4,15,15,0.6,0,0.2,2,2,1,1,0,1,1,455,0,1,0,0,0,0,89
1,1,4,16,16,0.6,1,0.2,2,2,1,2,1,1,0,589,1,2,38,0,0,0,38
1,1,4,17,17,0.6,1,0.2,2,2,1,2,1,0,0,1389,1,2,54,0,0,0,54
1,1,4,18,18,0.6,1,0.2,2,2,1,2,1,1,0,643,1,2,8,0,0,0,8
1,1,4,19,19,0.6,1,0.2,2,2,1,2,1,1,0,541,1,2,0,0,1,1,35
1,1,4,20,20,0.6,0,0.2,2,2,1,1,0,1,1,531,0,1,0,0,0,0,31
1,2,3,21,1,0.6,0,0.4,2,1,0,2,1,0,0,476,1,2,49,0,0,0,49
1,2,3,22,2,0.6,0,0.4,2,1,0,2,1,1,0,802,1,2,55,0,0,0,55
1,2,3,23,3,0.6,1,0.4,2,1,0,1,0,0,1,683,0,1,51,0,1,1,51
1,2,3,24,4,0.6,1,0.4,2,2,1,2,1,0,0,624,1,2,52,0,0,0,52
1,2,3,25,5,0.6,1,0.4,2,2,1,2,1,0,0,2496,1,2,0,0,0,1,48
1,2,3,26,6,0.6,0,0.4,2,2,1,1,0,1,1,406,0,1,0,0,1,0,48
1,2,3,27,7,0.6,0,0.4,2,1,0,2,1,0,0,436,1,2,55,0,1,0,55
1,2,3,28,8,0.6,1,0.4,2,1,0,1,0,0,1,475,0,1,49,0,1,1,49
1,2,3,29,9,0.6,1,0.4,2,1,0,1,0,1,1,408,0,1,0,0,1,0,52
1,2,3,30,10,0.6,1,0.4,2,2,1,2,1,1,0,437,1,2,0,0,0,1,45
1,2,3,31,11,0.6,0,0.4,2,2,1,1,0,0,1,331,0,1,53,0,0,1,53
1,2,3,32,12,0.6,1,0.4,2,2,1,2,1,0,0,476,1,2,53,0,0,0,53
1,2,3,33,13,0.6,1,0.8,1,2,0,2,0,1,0,64,0,2,0,0,1,1,55
1,2,3,34,14,0.6,0,0.8,1,2,0,1,1,1,1,588,1,1,47,0,0,1,47
1,2,3,35,15,0.6,1,0.8,1,2,0,2,0,1,1,665,1,1,47,0,0,1,47
1,2,3,36,16,0.6,1,0.8,1,2,0,2,0,1,1,1861,1,1,0,0,0,0,50
1,2,3,37,17,0.6,1,0.8,1,1,1,1,1,1,0,905,0,2,0,0,1,1,45
1,2,3,38,18,0.6,1,0.8,1,1,1,1,1,1,1,1142,1,1,46,0,1,1,46
1,2,3,39,19,0.6,0,0.8,1,1,1,2,0,0,0,754,0,2,0,0,0,1,46
1,2,3,40,20,0.6,0,0.8,1,1,1,2,0,1,0,578,0,2,0,0,0,1,54
1,3,1,41,1,0.8,0,0.6,1,2,0,1,1,0,1,2307,1,1,0,0,1,0,54
1,3,1,42,2,0.8,1,0.6,1,2,0,2,0,1,0,512,0,2,0,0,1,1,50
1,3,1,43,3,0.8,1,0.6,1,1,1,1,1,0,1,149,1,1,0,0,1,0,53
1,3,1,44,4,0.8,1,0.6,1,1,1,1,1,1,0,2009,0,2,0,0,1,1,46
1,3,1,45,5,0.8,0,0.6,1,1,1,2,0,1,0,651,0,2,46,0,0,0,46
1,3,1,46,6,0.8,1,0.6,1,2,0,2,0,1,0,1745,0,2,0,0,0,1,47
1,3,1,47,7,0.8,1,0.6,1,1,1,1,1,1,1,456,1,1,49,0,0,1,49
1,3,1,48,8,0.8,1,0.6,1,1,1,1,1,1,0,548,0,2,45,0,1,0,45
1,3,1,49,9,0.8,1,0.6,1,1,1,1,1,1,1,1398,1,1,0,0,0,0,53
1,3,1,50,10,0.8,1,0.6,1,1,1,1,1,0,1,470,1,1,0,0,0,0,51
1,3,1,51,11,0.8,0,0.2,2,1,0,2,1,1,0,383,1,2,54,0,0,0,54
1,3,1,52,12,0.8,0,0.2,2,1,0,2,1,0,0,478,1,2,54,0,1,0,54
1,3,1,53,13,0.8,1,0.2,2,1,0,1,0,1,0,453,1,2,48,0,1,0,48
1,3,1,54,14,0.8,1,0.2,2,1,0,1,0,1,0,448,1,2,52,0,0,0,52
1,3,1,55,15,0.8,1,0.2,2,2,1,2,1,1,0,477,1,2,53,0,1,0,53
1,3,1,56,16,0.8,1,0.2,2,2,1,2,1,0,0,440,1,2,47,0,1,0,47
1,3,1,57,17,0.8,1,0.2,2,2,1,2,1,0,0,476,1,2,49,0,1,0,49
1,3,1,58,18,0.8,1,0.2,2,2,1,2,1,1,0,488,1,2,54,0,0,0,54
1,3,1,59,19,0.8,1,0.2,2,2,1,2,1,1,0,469,1,2,0,0,1,1,48
1,3,1,60,20,0.8,1,0.2,2,2,1,2,1,0,0,480,1,2,0,0,0,1,46
1,4,2,61,1,0.8,0,0.4,2,1,0,2,1,1,0,501,1,2,28,0,1,0,28
1,4,2,62,2,0.8,1,0.4,2,1,0,1,0,0,0,1069,1,2,0,0,0,1,16
1,4,2,63,3,0.8,1,0.4,2,2,1,2,1,1,0,1726,1,2,70,0,1,0,70
1,4,2,64,4,0.8,1,0.4,2,2,1,2,1,1,0,632,1,2,0,0,1,1,37
1,4,2,65,5,0.8,0,0.4,2,2,1,1,0,0,0,1378,1,2,0,0,0,1,2
1,4,2,66,6,0.8,1,0.4,2,2,1,2,1,1,1,373,0,1,0,0,1,0,20
1,4,2,67,7,0.8,1,0.4,2,2,1,2,1,1,0,420,1,2,82,0,1,0,82
1,4,2,68,8,0.8,1,0.4,2,2,1,2,1,0,0,589,1,2,90,0,1,0,90
1,4,2,69,9,0.8,1,0.4,2,2,1,2,1,0,0,554,1,2,65,0,0,0,65
1,4,2,70,10,0.8,1,0.4,2,2,1,2,1,0,0,536,1,2,87,0,0,0,87
1,4,2,71,11,0.8,1,0.8,1,2,0,2,0,1,0,367,0,2,11,0,1,0,11
1,4,2,72,12,0.8,1,0.8,1,1,1,1,1,1,0,607,0,2,0,0,1,1,24
1,4,2,73,13,0.8,1,0.8,1,1,1,1,1,1,0,546,0,2,59,0,1,0,59
1,4,2,74,14,0.8,1,0.8,1,1,1,1,1,0,0,486,0,2,0,0,0,1,18
1,4,2,75,15,0.8,1,0.8,1,1,1,1,1,0,0,518,0,2,0,0,1,1,79
1,4,2,76,16,0.8,1,0.8,1,1,1,1,1,0,0,397,0,2,0,0,0,1,78
1,4,2,77,17,0.8,0,0.8,1,1,1,2,0,1,0,1207,0,2,0,0,1,1,53
1,4,2,78,18,0.8,0,0.8,1,1,1,2,0,1,0,662,0,2,0,0,0,1,32
1,4,2,79,19,0.8,1,0.8,1,1,1,1,1,1,1,419,1,1,98,0,0,1,98
1,4,2,80,20,0.8,1,0.8,1,1,1,1,1,0,1,967,1,1,53,0,0,1,53
1,5,4,81,1,0.6,1,0.4,2,2,1,2,1,1,0,655,1,2,0,0,1,1,89
1,5,4,82,2,0.6,1,0.4,2,2,1,2,1,1,0,398,1,2,0,0,0,1,72
1,5,4,83,3,0.6,1,0.4,2,2,1,2,1,1,0,312,1,2,0,0,0,1,44
1,5,4,84,4,0.6,0,0.4,2,2,1,1,0,1,1,1419,0,1,85,0,0,1,85
1,5,4,85,5,0.6,0,0.4,2,1,0,2,1,1,0,1858,1,2,21,0,1,0,21
1,5,4,86,6,0.6,0,0.4,2,1,0,2,1,NaN,NaN,NaN,0,0,0,1,0,0,78
1,5,4,87,7,0.6,1,0.4,2,1,0,1,0,1,0,866,1,2,82,0,1,0,82
1,5,4,88,8,0.6,1,0.4,2,1,0,1,0,1,1,222,0,1,0,0,0,0,41
1,5,4,89,9,0.6,0,0.4,2,2,1,1,0,0,0,276,1,2,14,0,0,0,14
1,5,4,90,10,0.6,1,0.4,2,2,1,2,1,1,0,893,1,2,0,0,0,1,32
1,5,4,91,11,0.6,1,0.8,1,2,0,2,0,NaN,NaN,NaN,0,0,0,1,0,0,19
1,5,4,92,12,0.6,0,0.8,1,2,0,1,1,1,1,432,1,1,63,0,1,1,63
1,5,4,93,13,0.6,1,0.8,1,2,0,2,0,0,0,57,0,2,0,0,1,1,11
1,5,4,94,14,0.6,0,0.8,1,1,1,2,0,1,0,410,0,2,45,0,1,0,45
1,5,4,95,15,0.6,1,0.8,1,2,0,2,0,1,1,356,1,1,0,0,1,0,97
1,5,4,96,16,0.6,1,0.8,1,1,1,1,1,0,0,1377,0,2,0,0,0,1,2
1,5,4,97,17,0.6,0,0.8,1,1,1,2,0,1,1,761,1,1,27,0,0,1,27
1,5,4,98,18,0.6,0,0.8,1,1,1,2,0,1,1,2,1,1,64,0,1,1,64
1,5,4,99,19,0.6,1,0.8,1,1,1,1,1,1,0,793,0,2,0,0,1,1,80
1,5,4,100,20,0.6,1,0.8,1,1,1,1,1,0,1,137,1,1,23,0,1,1,23
1,6,3,101,1,0.6,1,0.6,1,1,1,1,1,0,0,439,0,2,51,0,1,0,51
1,6,3,102,2,0.6,1,0.6,1,1,1,1,1,0,1,365,1,1,50,0,0,1,50
1,6,3,103,3,0.6,1,0.6,1,1,1,1,1,0,0,1362,0,2,0,0,1,1,45
1,6,3,104,4,0.6,1,0.6,1,1,1,1,1,1,1,398,1,1,45,0,1,1,45
1,6,3,105,5,0.6,0,0.6,1,1,1,2,0,0,1,784,1,1,0,0,1,0,52
1,6,3,106,6,0.6,1,0.6,1,2,0,2,0,0,0,1069,0,2,0,0,0,1,52
1,6,3,107,7,0.6,0,0.6,1,1,1,2,0,0,0,1051,0,2,0,0,0,1,55
1,6,3,108,8,0.6,0,0.6,1,2,0,1,1,0,1,105,1,1,53,0,0,1,53
1,6,3,109,9,0.6,1,0.6,1,2,0,2,0,1,1,310,1,1,47,0,1,1,47
1,6,3,110,10,0.6,0,0.6,1,2,0,1,1,0,1,367,1,1,0,0,0,0,51
1,6,3,111,11,0.6,1,0.2,2,2,1,2,1,1,0,36,1,2,52,0,1,0,52
1,6,3,112,12,0.6,0,0.2,2,2,1,1,0,0,1,989,0,1,0,0,1,0,55
1,6,3,113,13,0.6,1,0.2,2,2,1,2,1,1,1,254,0,1,0,0,0,0,54
1,6,3,114,14,0.6,1,0.2,2,2,1,2,1,1,1,294,0,1,0,0,0,0,46
1,6,3,115,15,0.6,0,0.2,2,2,1,1,0,0,0,455,1,2,45,0,0,0,45
1,6,3,116,16,0.6,0,0.2,2,2,1,1,0,1,1,405,0,1,0,0,0,0,49
1,6,3,117,17,0.6,1,0.2,2,2,1,2,1,0,1,358,0,1,0,0,0,0,54
1,6,3,118,18,0.6,1,0.2,2,2,1,2,1,1,0,227,1,2,47,0,1,0,47
1,6,3,119,19,0.6,0,0.2,2,2,1,1,0,0,0,336,1,2,48,0,0,0,48
1,6,3,120,20,0.6,1,0.2,2,2,1,2,1,0,0,501,1,2,0,0,1,1,47
1,7,1,121,1,0.8,1,0.4,2,1,0,1,0,0,1,454,0,1,0,0,0,0,52
1,7,1,122,2,0.8,1,0.4,2,2,1,2,1,0,1,110,0,1,52,0,1,1,52
1,7,1,123,3,0.8,0,0.4,2,2,1,1,0,0,1,1336,0,1,49,0,1,1,49
1,7,1,124,4,0.8,1,0.4,2,2,1,2,1,0,0,469,1,2,51,0,1,0,51
1,7,1,125,5,0.8,1,0.4,2,2,1,2,1,1,1,324,0,1,54,0,1,1,54
1,7,1,126,6,0.8,1,0.4,2,2,1,2,1,1,0,531,1,2,45,0,1,0,45
1,7,1,127,7,0.8,1,0.4,2,2,1,2,1,0,1,1443,0,1,0,0,0,0,55
1,7,1,128,8,0.8,0,0.4,2,2,1,1,0,0,1,370,0,1,0,0,0,0,46
1,7,1,129,9,0.8,1,0.8,1,1,1,1,1,1,1,617,1,1,47,0,0,1,47
1,7,1,130,10,0.8,1,0.8,1,1,1,1,1,0,0,1144,0,2,0,0,0,1,54
1,7,1,131,11,0.8,1,0.8,1,1,1,1,1,1,0,255,0,2,0,0,1,1,51
1,7,1,132,12,0.8,1,0.8,1,1,1,1,1,0,0,166,0,2,0,0,0,1,53
1,7,1,133,13,0.8,0,0.8,1,1,1,2,0,0,1,423,1,1,52,0,1,1,52
1,7,1,134,14,0.8,1,0.8,1,1,1,1,1,0,0,4,0,2,0,0,0,1,51
1,7,1,135,15,0.8,0,0.8,1,1,1,2,0,1,0,952,0,2,0,0,0,1,48
1,7,1,136,16,0.8,1,0.8,1,2,0,2,0,0,0,697,0,2,0,0,1,1,47
1,7,1,137,17,0.8,1,0.8,1,1,1,1,1,0,1,336,1,1,45,0,1,1,45
1,7,1,138,18,0.8,1,0.8,1,1,1,1,1,0,0,86,0,2,45,0,1,0,45
1,7,1,139,19,0.8,1,0.8,1,1,1,1,1,NaN,NaN,NaN,0,0,0,1,0,1,55
1,7,1,140,20,0.8,1,0.8,1,1,1,1,1,0,0,543,0,2,48,0,0,0,48
1,8,2,141,1,0.8,0,0.6,1,2,0,1,1,1,1,617,1,1,34,0,0,1,34
1,8,2,142,2,0.8,0,0.6,1,2,0,1,1,0,0,177,0,2,0,0,0,1,23
1,8,2,143,3,0.8,1,0.6,1,2,0,2,0,0,0,233,0,2,93,0,0,0,93
1,8,2,144,4,0.8,1,0.6,1,1,1,1,1,0,0,77,0,2,0,0,1,1,17
1,8,2,145,5,0.8,1,0.6,1,1,1,1,1,1,1,277,1,1,74,0,0,1,74
1,8,2,146,6,0.8,1,0.6,1,1,1,1,1,0,1,254,1,1,0,0,0,0,49
1,8,2,147,7,0.8,1,0.6,1,1,1,1,1,1,0,124,0,2,56,0,1,0,56
1,8,2,148,8,0.8,1,0.6,1,1,1,1,1,1,1,1091,1,1,98,0,1,1,98
1,8,2,149,9,0.8,1,0.6,1,1,1,1,1,1,0,72,0,2,85,0,1,0,85
1,8,2,150,10,0.8,1,0.2,2,1,0,1,0,0,0,138,1,2,0,0,0,1,17
1,8,2,151,11,0.8,1,0.2,2,2,1,2,1,0,1,25,0,1,0,0,1,0,61
1,8,2,152,12,0.8,1,0.2,2,2,1,2,1,0,1,231,0,1,0,0,1,0,37
1,8,2,153,13,0.8,1,0.2,2,2,1,2,1,0,1,640,0,1,0,0,1,0,12
1,8,2,154,14,0.8,1,0.2,2,2,1,2,1,0,1,404,0,1,0,0,1,0,66
1,8,2,155,15,0.8,1,0.2,2,2,1,2,1,0,0,331,1,2,83,0,0,0,83
1,8,2,156,16,0.8,0,0.2,2,2,1,1,0,0,0,324,1,2,73,0,1,0,73
1,8,2,157,17,0.8,0,0.2,2,1,0,2,1,0,0,117,1,2,30,0,0,0,30
1,8,2,158,18,0.8,1,0.2,2,1,0,1,0,1,1,142,0,1,10,0,0,1,10
1,8,2,159,19,0.8,1,0.2,2,2,1,2,1,0,1,161,0,1,2,0,0,1,2
1,8,2,160,20,0.8,1,0.2,2,2,1,2,1,0,1,44,0,1,0,0,1,0,82
2,1,2,1,1,0.8,1,0.4,2,2,1,2,1,1,0,418.72,1,2,0,0,1,1,35
2,1,2,2,2,0.8,0,0.4,2,2,1,1,0,0,1,2928.735,0,1,0,0,0,0,17
2,1,2,3,3,0.8,1,0.4,2,1,0,1,0,1,0,1613.08,1,2,62,0,0,0,62
2,1,2,4,4,0.8,1,0.4,2,2,1,2,1,0,0,1144.08,1,2,84,0,0,0,84
2,1,2,5,5,0.8,1,0.4,2,2,1,2,1,1,0,2234.335,1,2,0,0,1,1,13
2,1,2,6,6,0.8,1,0.4,2,2,1,2,1,1,0,653.385,1,2,0,0,0,1,1
2,1,2,7,7,0.8,0,0.4,2,2,1,1,0,0,0,425.1,1,2,0,0,1,1,25
2,1,2,8,8,0.8,1,0.4,2,2,1,2,1,0,0,473.105,1,2,74,0,0,0,74
2,1,2,9,9,0.8,1,0.4,2,2,1,2,1,1,0,696.555,1,2,44,0,1,0,44
2,1,2,10,10,0.8,1,0.4,2,2,1,2,1,0,0,369.56,1,2,67,0,0,0,67
2,1,2,11,11,0.8,0,0.4,2,2,1,1,0,1,0,449.055,1,2,0,0,0,1,44
2,1,2,12,12,0.8,1,0.8,1,1,1,1,1,1,0,612.805,0,2,99,0,0,0,99
2,1,2,13,13,0.8,1,0.8,1,1,1,1,1,0,0,764.13,0,2,82,0,1,0,82
2,1,2,14,14,0.8,1,0.8,1,1,1,1,1,1,0,410.455,0,2,0,0,1,1,89
2,1,2,15,15,0.8,1,0.8,1,1,1,1,1,1,0,816.985,0,2,0,0,0,1,30
2,1,2,16,16,0.8,0,0.8,1,1,1,2,0,0,0,767.44,0,2,0,0,1,1,37
2,1,2,17,17,0.8,1,0.8,1,1,1,1,1,0,0,426.525,0,2,0,0,0,1,79
2,1,2,18,18,0.8,1,0.8,1,1,1,1,1,1,1,1832.04,1,1,20,0,0,1,20
2,1,2,19,19,0.8,1,0.8,1,1,1,1,1,0,1,499.245,1,1,8,0,1,1,8
2,1,2,20,20,0.8,1,0.8,1,1,1,1,1,NaN,NaN,NaN,0,0,0,1,0,1,72
2,2,1,21,1,0.8,1,0.6,1,2,0,2,0,0,0,440.965,0,2,0,0,1,1,47
2,2,1,22,2,0.8,0,0.6,1,1,1,2,0,0,0,401.64,0,2,0,0,1,1,53
2,2,1,23,3,0.8,1,0.6,1,1,1,1,1,0,0,482.615,0,2,51,0,0,0,51
2,2,1,24,4,0.8,1,0.6,1,1,1,1,1,1,0,536.515,0,2,50,0,0,0,50
2,2,1,25,5,0.8,1,0.6,1,1,1,1,1,1,0,425.035,0,2,46,0,0,0,46
2,2,1,26,6,0.8,1,0.6,1,1,1,1,1,1,0,640.945,0,2,0,0,0,1,53
2,2,1,27,7,0.8,1,0.6,1,1,1,1,1,0,1,953.14,1,1,47,0,1,1,47
2,2,1,28,8,0.8,1,0.6,1,1,1,1,1,0,1,499.27,1,1,0,0,1,0,53
2,2,1,29,9,0.8,0,0.6,1,1,1,2,0,1,0,455.235,0,2,0,0,0,1,54
2,2,1,30,10,0.8,1,0.6,1,2,0,2,0,1,1,428.55,1,1,48,0,1,1,48
2,2,1,31,11,0.8,1,0.2,2,1,0,1,0,0,1,740.455,0,1,0,0,1,0,49
2,2,1,32,12,0.8,0,0.2,2,1,0,2,1,NaN,NaN,NaN,0,0,0,1,1,0,50
2,2,1,33,13,0.8,1,0.2,2,1,0,1,0,0,0,864.14,1,2,0,0,0,1,48
2,2,1,34,14,0.8,1,0.2,2,2,1,2,1,0,0,974.21,1,2,0,0,1,1,53
2,2,1,35,15,0.8,0,0.2,2,2,1,1,0,0,0,927.015,1,2,46,0,0,0,46
2,2,1,36,16,0.8,1,0.2,2,2,1,2,1,0,0,1269.745,1,2,54,0,1,0,54
2,2,1,37,17,0.8,1,0.2,2,2,1,2,1,0,1,1030.46,0,1,0,0,0,0,46
2,2,1,38,18,0.8,1,0.2,2,2,1,2,1,1,0,1310.265,1,2,46,0,1,0,46
2,2,1,39,19,0.8,1,0.2,2,2,1,2,1,0,1,1065.455,0,1,0,0,0,0,55
2,2,1,40,20,0.8,1,0.2,2,2,1,2,1,1,0,1123.41,1,2,55,0,0,0,55
2,3,3,41,1,0.6,0,0.4,2,1,0,2,1,0,1,817.435,0,1,55,0,1,1,55
2,3,3,42,2,0.6,1,0.4,2,1,0,1,0,0,0,748.96,1,2,54,0,1,0,54
2,3,3,43,3,0.6,1,0.4,2,2,1,2,1,1,1,889.99,0,1,45,0,0,1,45
2,3,3,44,4,0.6,0,0.4,2,2,1,1,0,0,1,1150.32,0,1,0,0,0,0,50
2,3,3,45,5,0.6,1,0.4,2,2,1,2,1,0,1,1158.025,0,1,54,0,1,1,54
2,3,3,46,6,0.6,1,0.4,2,2,1,2,1,0,0,820.61,1,2,54,0,0,0,54
2,3,3,47,7,0.6,1,0.4,2,2,1,2,1,0,1,845.87,0,1,0,0,1,0,50
2,3,3,48,8,0.6,1,0.4,2,2,1,2,1,0,1,1004.44,0,1,0,0,0,0,49
2,3,3,49,9,0.6,0,0.4,2,2,1,1,0,0,1,817.77,0,1,0,0,1,0,53
2,3,3,50,10,0.6,0,0.4,2,2,1,1,0,0,1,1139.51,0,1,0,0,1,0,48
2,3,3,51,11,0.6,0,0.4,2,2,1,1,0,0,0,687.305,1,2,0,0,0,1,46
2,3,3,52,12,0.6,1,0.8,1,1,1,1,1,0,1,886.105,1,1,45,0,1,1,45
2,3,3,53,13,0.6,1,0.8,1,1,1,1,1,0,0,718.755,0,2,0,0,0,1,47
2,3,3,54,14,0.6,1,0.8,1,1,1,1,1,0,1,1311.2,1,1,47,0,0,1,47
2,3,3,55,15,0.6,1,0.8,1,1,1,1,1,0,0,826.47,0,2,53,0,0,0,53
2,3,3,56,16,0.6,1,0.8,1,1,1,1,1,0,0,922.28,0,2,0,0,0,1,52
2,3,3,57,17,0.6,0,0.8,1,1,1,2,0,0,0,1002.975,0,2,0,0,0,1,46
2,3,3,58,18,0.6,0,0.8,1,1,1,2,0,0,0,1088.98,0,2,0,0,0,1,51
2,3,3,59,19,0.6,1,0.8,1,1,1,1,1,0,1,893.24,1,1,47,0,0,1,47
2,3,3,60,20,0.6,0,0.8,1,1,1,2,0,0,1,813.705,1,1,53,0,1,1,53
2,4,4,61,1,0.6,0,0.6,1,2,0,1,1,1,0,809.935,0,2,0,0,0,1,74
2,4,4,62,2,0.6,1,0.6,1,2,0,2,0,0,0,918.67,0,2,0,0,1,1,30
2,4,4,63,3,0.6,1,0.6,1,1,1,1,1,0,0,804.37,0,2,64,0,1,0,64
2,4,4,64,4,0.6,1,0.6,1,1,1,1,1,0,0,1007.93,0,2,0,0,0,1,35
2,4,4,65,5,0.6,1,0.6,1,1,1,1,1,0,1,758.085,1,1,0,0,0,0,54
2,4,4,66,6,0.6,1,0.6,1,1,1,1,1,0,0,983.545,0,2,0,0,1,1,83
2,4,4,67,7,0.6,0,0.6,1,1,1,2,0,0,0,834.78,0,2,0,0,0,1,88
2,4,4,68,8,0.6,1,0.6,1,1,1,1,1,0,0,804.05,0,2,90,0,1,0,90
2,4,4,69,9,0.6,0,0.2,2,1,0,2,1,0,1,842.745,0,1,0,0,0,0,22
2,4,4,70,10,0.6,0,0.2,2,2,1,1,0,0,0,792.66,1,2,20,0,1,0,20
2,4,4,71,11,0.6,1,0.2,2,1,0,1,0,0,0,1002.87,1,2,0,0,1,1,9
2,4,4,72,12,0.6,0,0.2,2,1,0,2,1,0,1,674.62,0,1,0,0,0,0,59
2,4,4,73,13,0.6,1,0.2,2,1,0,1,0,0,0,648.235,1,2,18,0,1,0,18
2,4,4,74,14,0.6,0,0.2,2,1,0,2,1,0,0,732.56,1,2,16,0,1,0,16
2,4,4,75,15,0.6,0,0.2,2,1,0,2,1,0,1,616.05,0,1,81,0,1,1,81
2,4,4,76,16,0.6,1,0.2,2,1,0,1,0,0,1,877.505,0,1,0,0,0,0,6
2,4,4,77,17,0.6,1,0.2,2,2,1,2,1,1,0,1032.975,1,2,96,0,0,0,96
2,4,4,78,18,0.6,1,0.2,2,2,1,2,1,0,0,1048.805,1,2,54,0,0,0,54
2,4,4,79,19,0.6,0,0.2,2,2,1,1,0,0,0,919.5,1,2,72,0,0,0,72
2,4,4,80,20,0.6,1,0.2,2,1,0,1,0,0,0,784.585,1,2,38,0,0,0,38
2,5,2,81,1,0.8,1,0.6,1,1,1,1,1,1,1,527.96,1,1,23,0,1,1,23
2,5,2,82,2,0.8,1,0.6,1,1,1,1,1,1,0,1089.63,0,2,20,0,1,0,20
2,5,2,83,3,0.8,1,0.6,1,1,1,1,1,0,1,540.135,1,1,0,0,0,0,95
2,5,2,84,4,0.8,1,0.6,1,1,1,1,1,0,0,771.655,0,2,65,0,0,0,65
2,5,2,85,5,0.8,1,0.6,1,1,1,1,1,0,0,1138.845,0,2,0,0,1,1,71
2,5,2,86,6,0.8,1,0.6,1,1,1,1,1,1,0,955.685,0,2,75,0,0,0,75
2,5,2,87,7,0.8,0,0.6,1,1,1,2,0,0,1,1071.515,1,1,51,0,1,1,51
2,5,2,88,8,0.8,0,0.6,1,2,0,1,1,0,0,1161.445,0,2,0,0,0,1,88
2,5,2,89,9,0.8,1,0.6,1,2,0,2,0,0,1,911.84,1,1,6,0,0,1,6
2,5,2,90,10,0.8,1,0.6,1,2,0,2,0,1,1,905.345,1,1,0,0,1,0,10
2,5,2,91,11,0.8,1,0.2,2,1,0,1,0,0,1,789.97,0,1,0,0,1,0,48
2,5,2,92,12,0.8,1,0.2,2,2,1,2,1,1,1,1267.925,0,1,0,0,1,0,30
2,5,2,93,13,0.8,0,0.2,2,2,1,1,0,0,0,1309.575,1,2,21,0,0,0,21
2,5,2,94,14,0.8,1,0.2,2,2,1,2,1,0,0,1045.535,1,2,0,0,1,1,33
2,5,2,95,15,0.8,0,0.2,2,2,1,1,0,0,1,817.165,0,1,0,0,1,0,12
2,5,2,96,16,0.8,1,0.2,2,2,1,2,1,0,0,1150.82,1,2,39,0,1,0,39
2,5,2,97,17,0.8,1,0.2,2,2,1,2,1,0,0,1188.335,1,2,61,0,1,0,61
2,5,2,98,18,0.8,1,0.2,2,2,1,2,1,1,1,1393.115,0,1,93,0,1,1,93
2,5,2,99,19,0.8,1,0.2,2,2,1,2,1,1,1,1199.9,0,1,0,0,0,0,83
2,5,2,100,20,0.8,1,0.2,2,2,1,2,1,1,1,978.84,0,1,0,0,1,0,83
2,6,1,101,1,0.8,1,0.4,2,2,1,2,1,0,1,912.945,0,1,0,0,1,0,46
2,6,1,102,2,0.8,1,0.4,2,2,1,2,1,1,1,1490.71,0,1,0,0,1,0,45
2,6,1,103,3,0.8,1,0.4,2,2,1,2,1,0,1,832.665,0,1,46,0,1,1,46
2,6,1,104,4,0.8,1,0.4,2,2,1,2,1,1,1,1073.91,0,1,55,0,1,1,55
2,6,1,105,5,0.8,1,0.4,2,2,1,2,1,0,1,1207.44,0,1,0,0,1,0,47
2,6,1,106,6,0.8,1,0.4,2,2,1,2,1,0,1,1139.61,0,1,0,0,0,0,52
2,6,1,107,7,0.8,1,0.4,2,2,1,2,1,0,0,1272.3,1,2,0,0,0,1,53
2,6,1,108,8,0.8,1,0.4,2,2,1,2,1,0,1,1043.89,0,1,0,0,0,0,47
2,6,1,109,9,0.8,0,0.8,1,2,0,1,1,0,1,701.71,1,1,47,0,1,1,47
2,6,1,110,10,0.8,0,0.8,1,2,0,1,1,0,1,914.635,1,1,0,0,1,0,53
2,6,1,111,11,0.8,1,0.8,1,2,0,2,0,0,0,1174.73,0,2,0,0,1,1,51
