study,subNb,uniqueID,IRV_STAI_State,IRV_STAI_State_z,IRV_STAI_Trait,IRV_STAI_Trait_z,IRV_SRS,IRV_SRS_z,SHR,SHR_z,Syn,Syn_z,Ant,Ant_z,BDI_Q1,LSAS_Q1,IRV_avg,catchQ_BDI,catchQ_SRS,catchQ_STAI,catchQ_Total,catchQ_Acc,excluded_catchQs,excluded_IRV_STAI_State,excluded_IRV_STAI_Trait,excluded_IRV_SRS,excluded_IRV_avg,excluded_SHR,excluded_Syn,excluded_Ant,excluded_na,excluded,excluded2
1,65,65,0.97872097,0.145627899,0.688247202,-0.610545018,0.649704075,-0.887296557,0.976720024,0.134236193,0.781273408,0.39933006,-0.640988201,-0.530682961,0,1,-0.450737892,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,66,66,0.686332741,-0.907709121,0.894427191,0.130305973,0.555566239,-1.409764352,0.991724785,0.945331877,0.906253156,1.174135985,-0.743466121,-0.869657362,0,2,-0.729055833,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,67,67,1.225818738,1.03580473,1.050062655,0.689539136,0.663252475,-0.812102528,0.978684675,0.240437162,0.808398494,0.567490723,-0.71682736,-0.781542202,0,0,0.304413779,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,68,68,0.994722918,0.203275379,0.888523317,0.109092027,0.83981454,0.167822198,0.970877859,-0.18156721,0.771202847,0.336898107,-0.638597174,-0.52277397,0,1,0.160063202,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,69,69,0.825577947,-0.406074252,0.571240571,-1.030976113,0.818359052,0.048743602,0.97800387,0.203635642,0.775885904,0.365930493,-0.087043499,1.301644177,1,0,-0.462768921,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,70,70,1.069923755,0.474188561,0.604805319,-0.910370437,0.909881649,0.556696745,0.964225168,-0.541184341,0.666018287,-0.315188505,-0.244178353,0.78187667,1,2,0.040171623,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,71,71,0.951453182,0.047394908,0.850696309,-0.026828903,0.899519102,0.499184301,0.96267228,-0.625127052,0.480262134,-1.466774818,-0.363730777,0.386423567,1,2,0.173250102,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,72,72,0.825577947,-0.406074252,0.587142949,-0.973835298,0.752559734,-0.316444576,0.964801754,-0.510016487,0.446174832,-1.678097405,-0.489189066,-0.028564835,1,2,-0.565451376,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,73,73,1.391704748,1.63341386,1.174285897,1.135901136,0.528058855,-1.562431158,0.986233537,0.648497588,0.927778032,1.307578417,-0.791311875,-1.027920584,0,1,0.402294612,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,74,74,1.23969436,1.085792056,0.753937035,-0.374506699,0.896038289,0.479865683,0.985789401,0.6244894,0.858085241,0.875521318,-0.535160669,-0.180628779,0,1,0.397050347,1,1,0,2,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,75,75,1.301820588,1.309603582,1.268027893,1.472737172,0.49126994,-1.766610732,0.979147124,0.265435242,0.876777257,0.991401568,-0.838848604,-1.185161617,0,0,0.338576674,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,76,76,0.801314709,-0.493483268,1.050062655,0.689539136,0.930777177,0.67266755,0.942639642,-1.708009094,0.533867512,-1.134450863,-0.334718951,0.482388303,1,0,0.289574473,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,77,77,1.069923755,0.474188561,1.301820588,1.594161911,0.683950628,-0.697227164,0.977317787,0.166548835,0.888911487,1.066627144,-0.846669163,-1.211030306,0,1,0.457041103,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,78,78,1.348488433,1.477725838,1.225818738,1.321070203,0.831183123,0.119917579,0.964518624,-0.525321278,0.810626571,0.581303584,-0.670167519,-0.62720172,0,0,0.97290454,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,79,79,1.136708082,0.714781022,1.136708082,1.000875608,0.828576165,0.105448883,0.943163096,-1.679713331,0.855101335,0.857022739,-0.700023202,-0.725957747,0,NA,0.607035171,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1,80,80,0.973328527,0.126201467,1.136708082,1.000875608,1.2123166,2.235219746,0.90400879,-3.796234072,0.464699366,-1.563255446,-0.363420799,0.387448907,3,3,1.120765607,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
1,81,81,1.531253357,2.136141744,1.531253357,2.41856536,0.634353093,-0.972494965,0.988131342,0.751085113,0.988973135,1.686954507,-0.957325192,-1.577056094,0,0,1.194070713,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,82,82,0.966545667,0.101766019,1.174285897,1.135901136,0.634731924,-0.970392439,0.986323621,0.653367135,0.912060183,1.21013637,-0.822005636,-1.129448788,1,1,0.089091572,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,83,83,1.165287405,0.817738858,1.169795304,1.119765425,0.601280684,-1.156047817,0.985365911,0.601597302,0.936346222,1.360696499,-0.929097701,-1.483685765,0,1,0.260485489,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,84,84,0.812727701,-0.452367636,0.571240571,-1.030976113,0.694414529,-0.6391522,0.987326652,0.707586876,0.847717738,0.811248483,-0.754266163,-0.905381522,0,0,-0.70749865,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,85,85,0.951453182,0.047394908,0.552506251,-1.098292728,0.789961051,-0.108866155,0.974710496,0.025609391,0.570824532,-0.9053376,0.054340239,1.769310462,1,1,-0.386587992,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,86,86,1.031095483,0.334308591,1.332784975,1.705423907,0.752240244,-0.318217758,0.970568778,-0.198274841,0.812496551,0.592896433,-0.773960931,-0.970527481,0,0,0.573838247,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,87,87,0.695852374,-0.873414369,0.604805319,-0.910370437,0.733143915,-0.424202953,0.989343476,0.816608071,0.50207502,-1.331546881,-0.200100075,0.927677911,2,1,-0.73599592,0,1,1,2,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,88,88,1.145931017,0.74800691,0.638666374,-0.788700065,0.503831474,-1.696893845,0.94555776,-1.550267634,0.468481783,-1.539806537,-0.317951363,0.537851792,3,3,-0.579195666,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,89,89,0.604805319,-1.201414009,0.833508753,-0.08858765,0.969982157,0.890256356,0.978618207,0.236844159,0.390617664,-2.022521386,-0.157127143,1.069822912,1,2,-0.133248434,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
1,90,90,1.538967528,2.163932269,1.490319641,2.271481329,0.390389352,-2.326501005,0.996865605,1.223223433,0.992748739,1.710361184,-0.957325192,-1.577056094,0,0,0.702970864,1,1,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,91,91,1.145931017,0.74800691,0.759154655,-0.355758621,0.834358344,0.137540148,0.939040864,-1.90254423,0.707833219,-0.055958848,-0.634239447,-0.508359567,0,0,0.176596146,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,92,92,1.276302225,1.217672944,1.234376041,1.351818513,0.69752309,-0.621899593,0.965771821,-0.45757864,0.731224426,0.089053812,-0.844229864,-1.202961641,0,1,0.649197288,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,93,93,0.670820393,-0.963592801,0.680557047,-0.638177469,0.717902929,-0.50879088,0.984741231,0.567829672,0.661975023,-0.340254522,-0.376623631,0.343776846,0,2,-0.703520384,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,94,94,1.099042646,0.579090203,0.858395075,0.000834492,NA,NA,0.977464988,0.174505865,0.886983714,1.054676006,-0.73807053,-0.851809933,0,NA,0.289962347,1,NA,1,2,1,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1,95,95,0.801314709,-0.493483268,0.786397516,-0.257868904,0.883339381,0.409386363,0.953244688,-1.134743927,0.519591595,-1.222953723,-0.607343669,-0.419394254,1,2,-0.113988603,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,96,96,0.686332741,-0.907709121,0.606976979,-0.902567175,0.667947488,-0.786045071,0.988745872,0.784304058,0.62683554,-0.558100055,-0.150982714,1.090147329,1,1,-0.865440456,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,97,97,0.801314709,-0.493483268,0.688247202,-0.610545018,0.424603888,-2.13660931,0.987065854,0.693489202,0.951659173,1.455628396,-0.682671119,-0.668560877,0,1,-1.080212532,1,1,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,98,98,0.72547625,-0.766693502,0.587142949,-0.973835298,0.969982157,0.890256356,0.971741073,-0.13490542,0.53270814,-1.141638331,-0.324692729,0.515552839,1,1,-0.283424148,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,99,99,0.833508753,-0.377503295,0.718184846,-0.502972339,0.984739325,0.97215908,0.962288129,-0.645892697,0.584026046,-0.823495447,-0.390937434,0.296429935,0,2,0.030561149,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,100,100,1.069923755,0.474188561,1.039989878,0.65334539,0.67830388,-0.728566783,0.981713656,0.404171398,0.911493665,1.206624268,-0.766124595,-0.944606605,0,1,0.132989056,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,101,101,0.988086934,0.179369055,0.680557047,-0.638177469,0.658523991,-0.83834576,0.982151071,0.427816275,0.800512177,0.518599886,-0.60129374,-0.39938242,0,2,-0.432384725,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,102,102,1.165287405,0.817738858,0.973328527,0.413816187,0.786606636,-0.127483256,0.972127023,-0.114042536,0.799627611,0.513116058,-0.692814617,-0.702113336,0,1,0.36802393,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,103,103,0.695852374,-0.873414369,0.640723276,-0.781309154,0.863801972,0.30095316,0.978381229,0.224034103,0.75797121,0.254869211,-0.449250404,0.103543468,0,1,-0.451256788,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,104,104,1.182103388,0.878318923,0.88257995,0.087736177,0.884427238,0.415424001,0.949226656,-1.351942195,0.504274188,-1.317913247,0.001852166,1.595691471,1,3,0.460493033,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,105,105,0.998683344,0.217542926,0.933302004,0.269991906,0.695797827,-0.631474859,0.96192858,-0.665328425,0.846717616,0.805048274,-0.526816273,-0.153027353,0,1,-0.047980009,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,106,106,0.561951487,-1.355796173,0.615587011,-0.871629395,0.857097068,0.263740747,0.970907619,-0.179958515,0.630150736,-0.537547659,-0.202107055,0.921039264,0,0,-0.654561607,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,107,107,1.020835571,0.297346963,0.638666374,-0.788700065,0.947415513,0.765010808,0.955625623,-1.006040382,0.809598944,0.574932856,-0.755119966,-0.908205713,0,0,0.091219236,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,108,108,0.825577947,-0.406074252,0.759154655,-0.355758621,0.864080214,0.302497411,0.970746883,-0.18864724,0.66349253,-0.330846809,-0.345444833,0.446909444,0,3,-0.153111821,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,109,109,1.056309365,0.425142326,0.827170192,-0.111363525,0.706426544,-0.572485161,0.983886508,0.52162687,0.484478363,-1.440636508,-0.208118309,0.901155358,1,2,-0.086235453,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,110,110,1.538967528,2.163932269,1.429022485,2.051226887,0.422902062,-2.146054496,0.995421098,1.14513932,0.991300129,1.701380595,-0.947448471,-1.544386072,0,0,0.689701554,1,1,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,111,111,0.561951487,-1.355796173,0.695852374,-0.583217927,0.812167092,0.014378035,0.984879754,0.57531766,0.830068176,0.701830875,-0.7854794,-1.008628038,0,1,-0.641545355,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,112,112,0.74515982,-0.695782873,0.716350399,-0.509563919,0.876235392,0.369959012,0.970473912,-0.203402948,0.752369669,0.220142728,-0.478642254,0.006321699,0,1,-0.278462593,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,113,113,0.825577947,-0.406074252,0.87509398,0.060837405,0.744208408,-0.362794689,0.960177441,-0.759987809,0.707988319,-0.054997313,-0.597051358,-0.385349554,1,1,-0.236010512,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,114,114,0.587142949,-1.265043207,0.571240571,-1.030976113,0.578874903,-1.28040057,0.945080169,-1.57608425,0.737623423,0.128724085,-0.636884494,-0.517108802,1,2,-1.192139963,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,115,115,0.87509398,-0.227691319,1.080935268,0.800471365,1.047432759,1.320109509,0.96380596,-0.563845008,0.47791826,-1.48130555,-0.317259771,0.540139426,2,3,0.630963185,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,116,116,0.686332741,-0.907709121,0.510417786,-1.249526035,0.609618418,-1.109773148,0.988471979,0.769498553,0.694631253,-0.1378038,0.071297125,1.825400107,0,2,-1.089002768,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,117,117,0.670820393,-0.963592801,0.74515982,-0.406045202,0.752559734,-0.316444576,0.957017131,-0.930821189,0.56937782,-0.914306418,-0.134508033,1.144641949,1,1,-0.562027526,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,118,118,0.732695097,-0.740687398,0.76088591,-0.34953783,0.828576165,0.105448883,0.977523979,0.177694716,0.547523593,-1.049790644,-0.115890597,1.206224327,3,2,-0.328258782,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,119,119,0.606976979,-1.193590542,0.598243042,-0.933950172,0.812463017,0.016020429,0.981175218,0.375065648,0.885303611,1.044260293,-0.795349653,-1.041276663,1,2,-0.703840095,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,120,120,0.887041208,-0.184651084,0.688247202,-0.610545018,0.726225754,-0.462598952,0.977300132,0.165594455,0.717806678,0.005871127,-0.613459357,-0.439623604,1,1,-0.419265018,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,121,121,0.759154655,-0.645366079,0.812727701,-0.163258637,0.589572857,-1.221026608,0.986069879,0.639650901,0.791997545,0.46581383,-0.753795745,-0.903825483,0,3,-0.676550442,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,124,122,2.56494588,5.860048848,2.552088928,6.086656756,NA,NA,NA,NA,1,1.755315024,-1,-1.718214963,NA,NA,5.973352802,NA,NA,NA,0,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE
1,125,123,1.316894273,1.363906968,1.039989878,0.65334539,0.640387503,-0.939003808,0.978545278,0.232901898,0.780974923,0.397479621,-0.597531006,-0.386936126,0,1,0.359416183,0,1,1,2,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,126,124,0.794719414,-0.517243008,0.670820393,-0.673163453,0.768990347,-0.225254186,0.860927676,-6.125021907,0.569852401,-0.911364279,-0.277816219,0.670610014,2,2,-0.471886882,1,0,0,1,0.333333333,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
1,127,125,1.095445115,0.566129995,1.050062655,0.689539136,0.827124305,0.097391014,0.975637194,0.075702842,0.76334051,0.288155926,-0.649276477,-0.558098752,0,1,0.451020048,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,128,126,0.801314709,-0.493483268,0.97872097,0.433192445,0.884427238,0.415424001,0.982278195,0.434688046,0.342604962,-2.320173819,-0.191319997,0.956720476,1,2,0.118377726,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
2,1,127,1.00524938,0.24119726,0.759154655,-0.355758621,0.918035109,0.601948691,0.985935138,0.632367366,0.678404656,-0.238399806,-0.18587886,0.974718559,1,1,0.162462444,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,128,1.431782106,1.777793698,1.119210248,0.938001963,0.515154943,-1.634048252,0.981202619,0.376546871,0.943795265,1.406876478,-0.821823053,-1.128844843,0,0,0.36058247,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,3,129,0.894427191,-0.158042869,0.489360485,-1.325189644,0.825378701,0.087702861,0.985359674,0.601260168,0.774505525,0.357372899,-0.287768865,0.637688852,0,0,-0.46517655,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,4,130,1.190974833,0.910278557,0.820782682,-0.134315283,0.861014607,0.285483204,0.930371148,-2.371193413,0.740496644,0.146536482,-0.39777102,0.273825938,1,3,0.353815493,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2,5,131,0.680557047,-0.928516224,0.598243042,-0.933950172,1.100699079,1.615739172,0.984588787,0.559589185,0.810170034,0.5784733,-0.524890765,-0.146658198,1,1,-0.082242408,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,6,132,1.503504678,2.036176328,1.399247918,1.944240184,0.644130302,-0.91823116,0.983889157,0.521770044,0.952042179,1.458002824,-0.691028666,-0.696205804,0,0,1.020728451,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,7,133,0.825577947,-0.406074252,0.864504726,0.022787838,0.857097068,0.263740747,0.957043591,-0.929390864,0.70383848,-0.080724037,-0.581619563,-0.334304574,0,3,-0.039848556,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,8,134,0.680557047,-0.928516224,0.825577947,-0.117084816,0.815416364,0.032411592,0.971789622,-0.13228105,0.823159273,0.658999461,-0.684908046,-0.67596014,0,0,-0.337729816,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,9,135,1.538967528,2.163932269,1.531253357,2.41856536,0.348071611,-2.561365732,0.993359216,1.033682488,0.985762166,1.66704826,-0.957325192,-1.577056094,0,0,0.673710632,1,1,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2,10,136,1.391704748,1.63341386,0.994722918,0.490691039,0.906705787,0.539070617,0.971813013,-0.131016608,0.882854524,1.029077292,-0.75859267,-0.919692656,0,3,0.887725172,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,11,137,1.145931017,0.74800691,0.510417786,-1.249526035,0.780778704,-0.159828453,0.990653213,0.887407094,0.794133205,0.479053755,-0.607556696,-0.420098899,0,0,-0.220449192,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,12,138,1.281446551,1.236205528,0.695852374,-0.583217927,0.768051981,-0.230462143,0.977821526,0.193778843,0.71809886,0.007682499,-0.380834868,0.329847001,0,0,0.14084182,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,13,139,0.911909506,-0.095062325,0.767771896,-0.324794937,0.960018029,0.834955147,0.976886236,0.143220909,0.633619524,-0.516043075,0.323603114,2.659972779,0,0,0.138365962,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
2,14,140,1.538967528,2.163932269,1.531253357,2.41856536,0.486352199,-1.79390434,0.991832675,0.951163943,0.959916179,1.506817311,-0.957325192,-1.577056094,0,0,0.929531096,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,15,141,0.656946685,-1.013573234,0.688247202,-0.610545018,0.766485486,-0.23915624,0.961244623,-0.702300314,0.477271455,-1.48531539,-0.500120492,-0.064723588,0,3,-0.621091497,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,16,142,1.225818738,1.03580473,1.35627198,1.78981799,0.733799386,-0.420565071,0.980347758,0.33033658,0.807307414,0.56072663,-0.798279775,-1.050968863,2,3,0.801685883,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,17,143,1.145931017,0.74800691,0.638666374,-0.788700065,0.992035592,1.012653578,0.965258058,-0.48535056,0.701145392,-0.097419709,-0.718731696,-0.787841327,1,0,0.323986808,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,18,144,1.099042646,0.579090203,0.933302004,0.269991906,0.726556684,-0.46076228,0.982322874,0.437103251,0.884959687,1.042128152,-0.879869945,-1.320851185,0,0,0.129439943,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,19,145,1.503504678,2.036176328,0.87509398,0.060837405,0.999519115,1.054187356,0.991851477,0.952180294,0.862742017,0.904390777,-0.626318234,-0.482157938,2,1,1.050400363,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,20,146,1.538967528,2.163932269,1.454575359,2.143044098,0.440170422,-2.050214584,0.978804905,0.246936266,0.917542904,1.24412623,-0.793771396,-1.036056137,0,0,0.752253928,1,1,1,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2,21,147,0.523148364,-1.495585543,0.825577947,-0.117084816,0.944874839,0.750909993,0.977842424,0.194908525,0.49564043,-1.371437813,-0.168192575,1.033220897,1,3,-0.287253455,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,22,148,1.538967528,2.163932269,1.348488433,1.761849956,0.533493566,-1.532268349,0.983416747,0.496233512,0.966622967,1.548395716,-0.894350041,-1.368748156,0,2,0.797837959,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,23,149,1.025978352,0.31587398,0.988086934,0.466846458,0.634731924,-0.970392439,0.983838956,0.519056378,0.951371522,1.453845119,-0.91281308,-1.429819824,0,0,-0.062557334,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,24,150,0.550119604,-1.398420872,1.316894273,1.648325047,1.165819289,1.977158285,0.941393845,-1.775351769,0.669698683,-0.292372064,-0.333476238,0.486498922,3,0,0.742354153,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,25,151,0.640723276,-1.072018535,0.801314709,-0.204268079,0.966506397,0.870965785,0.979621595,0.291083215,0.700042785,-0.104255269,0.054762203,1.770706225,0,1,-0.135106943,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
