study,subNb,uniqueID,IRV_STAI_State,IRV_STAI_State_z,IRV_STAI_Trait,IRV_STAI_Trait_z,IRV_SRS,IRV_SRS_z,SHR,SHR_z,Syn,Syn_z,Ant,Ant_z,BDI_Q1,LSAS_Q1,IRV_avg,catchQ_BDI,catchQ_SRS,catchQ_STAI,catchQ_Total,catchQ_Acc,excluded_catchQs,excluded_IRV_STAI_State,excluded_IRV_STAI_Trait,excluded_IRV_SRS,excluded_IRV_avg,excluded_SHR,excluded_Syn,excluded_Ant,excluded_na,excluded,excluded2
1,41,41,1.503504678,2.036176328,1.208522369,1.258920465,1.316865451,2.815468988,0.956122219,-0.979196423,0.887305179,1.056668918,-0.782670252,-0.999335996,0,0,2.03685526,0,1,1,2,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,42,42,0.716350399,-0.799569642,1.225818738,1.321070203,0.96625765,0.869585232,0.960223867,-0.757478209,0.549765794,-1.035890228,-0.744068675,-0.871650478,3,1,0.463695264,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,43,43,0.74515982,-0.695782873,0.767771896,-0.324794937,0.900854295,0.506594662,0.9822641,0.43392613,0.544777224,-1.066816629,0.272819964,2.491993298,0,2,-0.171327716,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
1,44,44,0.74515982,-0.695782873,0.887041208,0.103766479,0.716562306,-0.516231377,0.990400894,0.873767747,0.810521275,0.580650805,-0.793614595,-1.035537475,0,1,-0.369415924,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,45,45,1.213953957,0.993061515,0.598243042,-0.933950172,0.892813186,0.461966264,0.964668988,-0.517193241,0.832927485,0.719557021,-0.388174771,0.305568216,0,0,0.173692535,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,46,46,0.587142949,-1.265043207,0.87509398,0.060837405,0.99106586,1.007271537,0.969148537,-0.275047272,0.841665293,0.773726643,-0.073491151,1.346472362,1,1,-0.065644755,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,47,47,0.74515982,-0.695782873,1.316894273,1.648325047,0.829735825,0.111885027,0.977161885,0.158121364,0.810621531,0.581272339,-0.86463634,-1.270461772,2,3,0.354809067,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,48,48,0.72547625,-0.766693502,0.923380517,0.234341773,1.145224197,1.862854908,0.963172747,-0.598073882,0.737446179,0.127625271,-0.492113277,-0.038237481,1,3,0.44350106,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,49,49,1.099042646,0.579090203,1.142481141,1.021619507,0.971467961,0.898502616,0.987768148,0.731452339,0.565845966,-0.936201979,-0.198427346,0.933210932,2,0,0.833070775,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,50,50,0.767771896,-0.614322219,0.944513241,0.310276397,0.831183123,0.119917579,0.974802895,0.030604088,0.618860755,-0.60753935,-0.423914687,0.18734844,3,2,-0.061376081,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,51,51,0.550119604,-1.398420872,0.571240571,-1.030976113,0.726556684,-0.46076228,0.979206947,0.268669005,0.440773074,-1.711585344,0.170645873,2.154023898,1,1,-0.963386422,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
1,52,52,0.72547625,-0.766693502,0.670820393,-0.673163453,0.752240244,-0.318217758,0.981078008,0.3698109,0.747195569,0.188066145,-0.460677298,0.065745817,0,2,-0.586024904,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,53,53,1.503504678,2.036176328,1.182103388,1.163991137,0.785995205,-0.130876719,0.934641593,-2.140350749,0.854066507,0.850607372,-0.706808186,-0.748400983,0,2,1.023096915,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
1,54,54,0.604805319,-1.201414009,0.87509398,0.060837405,0.640012019,-0.941087754,0.990697138,0.889781477,0.851190541,0.83277796,-0.703589415,-0.737753996,0,1,-0.693888119,1,1,0,2,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,55,55,0.587142949,-1.265043207,0.587142949,-0.973835298,0.68219104,-0.706992928,0.978812911,0.247369047,0.469303039,-1.534715197,-0.098759412,1.262890516,1,0,-0.981957145,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,56,56,1.391704748,1.63341386,1.208522369,1.258920465,0.570930415,-1.32449272,0.98044148,0.335402826,0.938459187,1.373795724,-0.857065808,-1.245420118,0,0,0.522613868,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,57,57,1.076055174,0.496277173,1.051314966,0.694038972,0.896574678,0.48284266,0.984476996,0.553546192,0.589118776,-0.791923312,-0.542797468,-0.205889629,1,2,0.557719602,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,58,58,0.794719414,-0.517243008,1.192079121,1.199836185,0.513285046,-1.644426236,0.987094706,0.695048823,0.883362182,1.032224493,-0.850029973,-1.222147126,0,2,-0.32061102,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,59,59,0.716350399,-0.799569642,0.510417786,-1.249526035,0.724568837,-0.47179489,0.982487444,0.445999225,0.730116352,0.082184359,-0.191749674,0.955299198,0,2,-0.840296856,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,60,60,0.998683344,0.217542926,0.894427191,0.130305973,1.278144689,2.600567605,0.898627638,-4.087117033,0.574070986,-0.885211363,-0.299434463,0.59910162,1,3,0.982805501,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
1,61,61,1.538967528,2.163932269,1.460893742,2.16574747,0.780778704,-0.159828453,0.985530551,0.610497079,0.984022133,1.656261008,-0.865782936,-1.274254459,0,1,1.389950429,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,62,62,1.105012503,0.600596786,0.604805319,-0.910370437,0.964514625,0.85991139,0.979235409,0.270207575,0.804170281,0.541278126,-0.760117485,-0.924736407,0,0,0.183379246,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,63,63,0.606976979,-1.193590542,0.759154655,-0.355758621,0.937211494,0.7083782,0.959330645,-0.80576213,0.373590356,-2.128081361,-0.320451753,0.529581051,1,2,-0.280323654,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
1,64,64,0.88257995,-0.200722895,0.686332741,-0.617424105,0.812463017,0.016020429,0.94796613,-1.420081035,0.726088783,0.057215641,-0.305055252,0.580509289,0,2,-0.267375524,1,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
